seed,h1_contrast,h2_contrast
0.0,0.19190005692074957,0.06934290437657278
1.0,0.21998021428639566,-0.001964333233391985
2.0,0.2667289903669995,0.2547556857735146
3.0,0.10125501021423394,-0.04999817190283207
4.0,0.15752598696521317,0.08973251641252533
5.0,0.1347995965294384,-0.0036035209391537815
6.0,0.09661528431281041,-0.12790668624057297
7.0,0.2489743149468749,-0.1892738307287517
