seed,h1_contrast,h2_contrast
0.0,-0.068813596097548,-0.022668860760225673
1.0,-0.03843268494977847,0.0054782697290067794
2.0,-0.07533538415289237,-0.6541337217662524
3.0,-0.10540454410767708,0.10857156695013426
4.0,-0.1276909246987779,0.14135956227073437
5.0,-0.06430151821452151,0.5002259130163726
6.0,-0.14205864963437248,-0.44730422347452575
7.0,-0.09778062282624056,0.18791942477154466
